what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427306722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427428257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427431009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427519978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427528982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427533285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427535607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427536794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378427560004
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1378427622183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378427627989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427634688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427636115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427650595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427653171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427672190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427675826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378427677794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427696432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427698452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427704764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427709053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427752105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427761614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378427762314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427783425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427784402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427786252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427807686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427814673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427823896
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427824044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427827572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427840077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427852490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427866233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378427867639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427870885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427870998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427886898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427891853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427915558
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427916085
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427923491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427926916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427927240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427936260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427937608
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427938041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427944752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427946038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427948450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427952523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427954233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427967995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427972335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427982220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1378427986450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378427990600
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378427991389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378427993870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378427996695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428001805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428009303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428017195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428020085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428021743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378428028908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378428054854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378428061269
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378428061878
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378428062884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428067604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428067781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378428070650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428071728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428082444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378428085913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428091341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378428091602
